timestamp,q01_spol__musko,q01_spol__zensko,q02_godiste__2004,q02_godiste__2005,q02_godiste__2006,q02_godiste__2007,q02_godiste__2008,q02_godiste__other_selected,q02_godiste__other_text,q03_srednja_skola__matematicka_prirodoslovno_matematicka_gimnazija,q03_srednja_skola__opca_gimnazija,q03_srednja_skola__klasicna_gimnazija,q03_srednja_skola__jezicna_gimnazija,q03_srednja_skola__elektrotehnicka_skola,q03_srednja_skola__strukovna_skola_s_fizikom,q03_srednja_skola__strukovna_skola_bez_fizike,q03_srednja_skola__other_selected,q03_srednja_skola__other_text,q04_godine_fizike,q05_prosjek_srednja_skola__matematika,q05_prosjek_srednja_skola__fizika,q06_godina_zavrsetka_srednje,q07_godina_mature,q08_uspjeh_matura__matematika_niza_razina,q08_uspjeh_matura__matematika_visa_razina,q08_uspjeh_matura__fizika,q09_fakultet__ferit_preddiplomski_sveucilisni_eit,q09_fakultet__ferit_preddiplomski_sveucilisni_racunarstvo,q09_fakultet__ferit_preddiplomski_strucni_elektrotehnika,q09_fakultet__ferit_preddiplomski_strucni_racunarstvo,q09_fakultet__of,q09_fakultet__om,q09_fakultet__gf,q09_fakultet__ptf,q10_prvi_izbor_fakulteta,q11_motivacija_upis__dobro_matematicko_znanje,q11_motivacija_upis__praktican_rad,q11_motivacija_upis__racunalo_programiranje,q11_motivacija_upis__okolina_inzenjerska_zanimanja,q11_motivacija_upis__inzenjerska_zanimanja_cijenjena,q11_motivacija_upis__eksperimenti_u_obrazovanju,q11_motivacija_upis__prijatelji_tehnicki_fakulteti,q11_motivacija_upis__nagovor_roditelja,q11_motivacija_upis__other_selected,q11_motivacija_upis__other_text,q12_stav_01,q13_stav_01_obrazlozenje,q13_stav_01_obrazlozenje__char_count,q13_stav_01_obrazlozenje__word_count,q14_stav_02,q15_stav_03,q16_stav_03_obrazlozenje,q16_stav_03_obrazlozenje__char_count,q16_stav_03_obrazlozenje__word_count,q17_stav_04,q18_stav_05,q19_stav_05_obrazlozenje,q19_stav_05_obrazlozenje__char_count,q19_stav_05_obrazlozenje__word_count,q20_stav_06,q21_stav_07,q22_stav_08,q23_stav_09,q24_stav_10,q25_stav_11,q26_stav_11_obrazlozenje,q26_stav_11_obrazlozenje__char_count,q26_stav_11_obrazlozenje__word_count,q27_stav_12,q28_stav_12_obrazlozenje,q28_stav_12_obrazlozenje__char_count,q28_stav_12_obrazlozenje__word_count,q29_stav_13,q30_stav_14,q31_stav_15,q32_stav_15_obrazlozenje,q32_stav_15_obrazlozenje__char_count,q32_stav_15_obrazlozenje__word_count,q33_stav_16,q34_stav_17,q35_stav_18,q36_stav_18_obrazlozenje,q36_stav_18_obrazlozenje__char_count,q36_stav_18_obrazlozenje__word_count,q37_stav_19,q38_stav_20,q39_stav_21,q40_stav_22,q41_stav_23,q42_stav_24,q43_stav_25,q44_stav_26,q45_stav_27,q46_stav_28,q47_stav_29,q48_stav_30,q49_stav_30_obrazlozenje,q49_stav_30_obrazlozenje__char_count,q49_stav_30_obrazlozenje__word_count,q50_stav_31,q51_koncept_32__a,q51_koncept_32__b,q51_koncept_32__c,q51_koncept_32__d,q51_koncept_32__e,q52_koncept_33__a,q52_koncept_33__b,q52_koncept_33__c,q52_koncept_33__d,q52_koncept_33__e,q53_attention_check,q54_z1_odgovor__a,q54_z1_odgovor__b,q54_z1_odgovor__c,q54_z1_odgovor__d,q54_z1_odgovor__e,q55_z1_sigurnost_odgovor,q56_z1_obrazlozenje__i,q56_z1_obrazlozenje__ii,q56_z1_obrazlozenje__iii,q56_z1_obrazlozenje__iv,q56_z1_obrazlozenje__v,q56_z1_obrazlozenje__other_selected,q56_z1_obrazlozenje__other_text,q57_z1_sigurnost_obrazlozenje,q58_z2_odgovor__a,q58_z2_odgovor__b,q58_z2_odgovor__c,q58_z2_odgovor__d,q58_z2_odgovor__e,q59_z2_sigurnost_odgovor,q60_z2_obrazlozenje__i,q60_z2_obrazlozenje__ii,q60_z2_obrazlozenje__iii,q60_z2_obrazlozenje__iv,q60_z2_obrazlozenje__v,q60_z2_obrazlozenje__other_selected,q60_z2_obrazlozenje__other_text,q61_z2_sigurnost_obrazlozenje,q62_z3_odgovor__a,q62_z3_odgovor__b,q62_z3_odgovor__c,q62_z3_odgovor__d,q62_z3_odgovor__e,q63_z3_sigurnost_odgovor,q64_z3_obrazlozenje__i,q64_z3_obrazlozenje__ii,q64_z3_obrazlozenje__iii,q64_z3_obrazlozenje__iv,q64_z3_obrazlozenje__v,q64_z3_obrazlozenje__other_selected,q64_z3_obrazlozenje__other_text,q65_z3_sigurnost_obrazlozenje,q66_z4_odgovor__a,q66_z4_odgovor__b,q66_z4_odgovor__c,q66_z4_odgovor__d,q66_z4_odgovor__e,q67_z4_sigurnost_odgovor,q68_z4_obrazlozenje__i,q68_z4_obrazlozenje__ii,q68_z4_obrazlozenje__iii,q68_z4_obrazlozenje__iv,q68_z4_obrazlozenje__v,q68_z4_obrazlozenje__other_selected,q68_z4_obrazlozenje__other_text,q69_z4_sigurnost_obrazlozenje,aaps_01_aligned,aaps_02_aligned,aaps_03_aligned,aaps_04_aligned,aaps_05_aligned,aaps_06_aligned,aaps_07_aligned,aaps_08_aligned,aaps_09_aligned,aaps_10_aligned,aaps_11_aligned,aaps_12_aligned,aaps_13_aligned,aaps_14_aligned,aaps_15_aligned,aaps_16_aligned,aaps_17_aligned,aaps_18_aligned,aaps_19_aligned,aaps_20_aligned,aaps_21_aligned,aaps_22_aligned,aaps_23_aligned,aaps_24_aligned,aaps_25_aligned,aaps_26_aligned,aaps_27_aligned,aaps_28_aligned,aaps_29_aligned,aaps_30_aligned,aaps_31_aligned,aaps_32_aligned,aaps_33_aligned,kat1_alignment,kat1_alignment_percent,kat2_alignment,kat2_alignment_percent,kat3_alignment,kat3_alignment_percent,aaps_total_alignment,aaps_total_alignment_percent,z1_answer_correct,z1_reasoning_correct,z1_both_correct,z2_answer_correct,z2_reasoning_correct,z2_both_correct,z3_answer_correct,z3_reasoning_correct,z3_both_correct,z4_answer_correct,z4_reasoning_correct,z4_both_correct,concept_answer_score_total,concept_reasoning_score_total,concept_both_score_total
27.3.2026. 10:48:24,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,Jezičnu gimnaziju,4,3.0,4.0,2023.0,2023.0,,3.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,Nemam naviku potražiti pomoć od nastavnika ukoliko nije baš neki težak ili kompliciran zadatak,94,14,4,2,Treba poznavati fizikalne pojmove prije svega a tek onda matematički postupak,77,11,4,2,To vrijedi eventualno na najosnovnijoj razini rješavanja zadataka iz fizike,75,10,2,4,1,3,4,2,Koristim ih ako nemam izbora,28,5,2,Neke jednadžbe se mogu primjeniti u više situacija,50,8,2,3,2,Nisam vješt u predočavanju skica i sl. na papir,47,9,4,4,2,Izbjegavam skice jer mi ne idu,30,6,2,2,4,2,5,1,2,2,2,3,4,3,Sa simbolima je potrebna vještija matematika,44,6,2,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,2,0,0,0,1,0,0,,2,0,0,0,1,0,5,0,0,0,1,0,0,,5,0,0,1,0,0,2,0,0,0,0,1,0,,2,1,0,0,0,0,3,0,1,0,0,0,0,,2,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5263157894736842,52.63157894736842,0.3333333333333333,33.33333333333333,0.2,20.0,0.42424242424242425,42.42424242424242,1,0,0,0,0,0,1,1,1,0,0,0,2,1,1
27.3.2026. 10:48:25,1,0,0,0,0,0,0,1,2002.0,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,4.0,3.0,2021.0,2021.0,3.0,,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,3,Pokušavam razumijeti sam!,25,3,1,4,Lakše je razumijeti!,20,3,4,4,Tako su koncipirani zadatci.,28,4,3,3,3,3,3,3,Potrebno je određeno znanje.,28,4,3,Svaka veličina ima svoju izraz za dobivanje.,44,7,4,3,2,Teško je predočiti na papir.,28,5,4,2,2,"Ako nije potrebno, neću.",24,4,3,3,4,3,5,3,4,4,2,4,4,1,Lakše je sa brojevima.,22,4,2,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,3,0,1,0,0,0,0,,3,0,0,1,0,0,3,0,1,0,0,0,0,,1,1,0,0,0,0,3,1,0,0,0,0,0,,3,0,0,0,1,0,1,0,0,1,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0.3684210526315789,36.84210526315789,0.42857142857142855,42.857142857142854,0.4,40.0,0.30303030303030304,30.303030303030305,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
27.3.2026. 10:49:29,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,Opću gimnaziju,4,3.0,4.0,2024.0,2024.0,,2.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,Potrazim neki drugi nacin na internetu ,39,6,4,4,Matematicki postupak je ujedno i samo rijesenje zadatka,55,8,4,4,.,1,1,5,4,4,4,5,2,Pa moramo razumijeti sto se dogada u jednadzbi,46,8,3,Moze ali ne mora,16,4,4,4,3,Povremeno,9,1,2,2,3,"Znam, ali ne moramo",19,4,2,3,5,4,2,4,4,4,4,4,4,2,Ne mora znaciti,15,3,5,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,5,0,0,0,0,1,0,,5,0,0,0,1,0,4,0,0,0,1,0,0,,4,0,1,0,0,0,4,0,0,1,0,0,0,,4,1,0,0,0,0,4,0,1,0,0,0,0,,4,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.6842105263157895,68.42105263157895,0.6190476190476191,61.904761904761905,0.9,90.0,0.6666666666666666,66.66666666666666,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
3.4.2026. 12:42:04,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,4.0,3.0,2023.0,2023.0,,4.0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,Ako ne znam rijesiti zadatak pokusavat cu sam rijesit sve dok potpuno ne izgubim strpljenje,91,15,2,1,Mislim da je matematike svakako nuzna u rjesavanju zadataka ali za najbolje razumijevanje ipak je puno bitnije znanje fizike i teorija ,135,21,4,4,Moglo bi se tako reci jer vec imamo izraene formule u svim segmentima fizike i rjesavanjem zadataka potvrdujemo postojece teorije,129,20,1,5,1,3,4,3,"Postoje problemi u kojima su jednadbe prekompleksne za neko dublje razumijevanje pa je tada nepotrebno, ali kod jednostavnijih nama blizih problema mislim da bi bilo dobro razumijeti sto one tocno oznacavaju",207,31,1,Puno jednadbi se moze iskoristiti u jako puno razlicitih situacija,66,10,2,3,4,Slazem se da nekad crtanje skice moze pomoci laksem vizualiziranju problema,75,11,2,3,1,Ako nema razloga vjerojatno necu crtati skice,45,7,2,2,4,1,1,5,5,4,1,5,5,1,Mislim da je to nebitno i da bi trebalo biti potpuno jednako,60,12,2,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,5,0,0,0,1,0,0,,5,0,0,0,1,0,2,0,0,0,1,0,0,,2,0,1,0,0,0,4,0,0,1,0,0,0,,4,1,0,0,0,0,1,0,1,0,0,0,0,,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0.5263157894736842,52.63157894736842,0.5714285714285714,57.14285714285714,0.6,60.0,0.5454545454545454,54.54545454545454,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.4.2026. 14:01:20,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,"Strukovnu školu bez nastave fizike (ekonomsku, trgovačku, komercijalnu, …)",1,2.0,,2025.0,2025.0,3.0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...) | Nagovor roditelja (ispunjavam želju svojih roditelja),4,"Ako nemam predznanje, neću znati kako riješiti zadatak",54,8,4,2,Bitno je i postaviti zadatak,28,5,5,2,"Nije samo ""brojčana vrijednost""",31,4,3,4,2,2,4,3,Treba znati za što služe,24,5,3,Nisam siguran,13,2,5,3,5,Skice su potrebne za lakše i bolje razumijevanje,48,8,2,2,2,Ne pomaže u svakoj situaciji,28,5,2,3,4,5,3,5,4,5,1,5,5,5,Sa brojevima se svakodnevno suočavamo i nemoguće je zabuniti se s brojem kao što se može zabuniti sa simbolom,109,19,3,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,,4,0,1,0,0,0,3,0,1,0,0,0,0,,3,1,0,0,0,0,4,1,0,0,0,0,0,,4,1,0,0,0,0,2,0,1,0,0,0,0,,2,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0.631578947368421,63.1578947368421,0.5714285714285714,57.14285714285714,0.5,50.0,0.5151515151515151,51.515151515151516,0,1,0,1,1,1,0,0,0,0,0,0,1,2,1
8.4.2026. 10:55:28,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,5.0,5.0,2005.0,2010.0,5.0,,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)),2,Ne znam.,8,2,4,5,Ne znam.,8,2,4,5,Ne znam.,8,2,4,4,4,5,5,5,Ne znam.,8,2,5,Ne znam.,8,2,4,4,4,Ne znam.,8,2,4,4,4,Ne znam.,8,2,4,4,4,4,4,5,5,5,5,5,5,5,Ne znam.,8,2,5,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,4,0,0,1,0,0,0,,5,0,0,1,0,0,4,0,0,0,1,0,0,,4,0,0,0,1,0,4,0,0,0,1,0,0,,4,0,1,0,0,0,4,0,1,0,0,0,0,,4,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0.6842105263157895,68.42105263157895,0.7142857142857143,71.42857142857143,0.8,80.0,0.696969696969697,69.6969696969697,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.4.2026. 11:13:50,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,3.0,3.0,2025.0,2025.0,,3.0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...),2,"Ne mora nužno biti da moram dobiti pomoć nekoga, eventualno mogu sam pokušavati te možda shvatiti, ali ako uopće ne znam nešto što je novo onda mogu probati zaključiti ili potražiti na internetu ako je dozvoljeno.",213,36,4,3,"Bitno je dobro izračunati matematički dio, ali bitno je i dobro postaviti zadatak i formule zaključcima iz fizike.",114,18,5,5,Fizika se skroz vrti oko formula koje treba iskoristiti po mom mišljenju.,73,12,4,4,1,3,4,2,Treba se razumijeti jednadžbe da ih se najbolje iskoristi,57,9,2,Jednadžbe se često koriste u mnogo situacija ne samo jednoj,59,10,3,3,4,Skica uvelike zna pomoći pri rješavanju problema ,49,7,2,2,3,"Ne baš, češće kada ima smisla crtati skicu",42,8,3,4,4,4,1,5,5,4,5,4,4,2,"Nekada može biti lakše baratati sa brojevima, ali nije problem ni sa simbolima ",79,13,4,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,4,0,1,0,0,0,0,,4,0,0,0,1,0,3,0,0,1,0,0,0,,3,1,0,0,0,0,5,1,0,0,0,0,0,,5,1,0,0,0,0,5,0,1,0,0,0,0,,5,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7368421052631579,73.68421052631578,0.7619047619047619,76.19047619047619,0.9,90.0,0.7575757575757576,75.75757575757575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.4.2026. 11:28:32,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,4.0,4.0,2024.0,2024.0,,4.0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,Prvo se pokusa rijesiti zadatak na sve nacine a onda pitati prvo kolege za pomoc. Tek onda nastavnika,101,18,3,4,Matematika je temelj fizike,27,4,4,4,Vecina se rjesava sa vec gotovim formulama ili izvedenim formulama iz originalnih,81,12,3,4,1,3,4,4,Jednadzbe treba znati izvuci iz definicije,42,6,3,"Mislim da se vecina odnosi na najcesci problem koji obuhvaca sve njih, ne specificno jedan problem",98,16,4,4,5,Skica je najbolji pocetak u zadatku,35,6,2,3,4,Skice mogu objasniti bolje nesto iako se mozda rjede treba primjeniti. Npr ocekivani odgovor se cesto moze izvuci iz dobre skic3,128,21,2,4,4,3,2,4,4,3,3,4,4,4,"Brzo se moze izgubiti ako sve odma uvrstimo, takoder je lakse za buduce znati sto se moze promjeniti sa nekom drugom jednadzbom",127,22,4,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,0,5,0,0,0,1,0,0,,5,0,0,0,1,0,4,0,0,0,1,0,0,,4,0,0,0,1,0,3,0,0,0,1,0,0,,3,1,0,0,0,0,3,0,1,0,0,0,0,,3,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.5263157894736842,52.63157894736842,0.5714285714285714,57.14285714285714,0.7,70.0,0.5454545454545454,54.54545454545454,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.4.2026. 11:39:06,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,5.0,5.0,2024.0,2024.0,,4.0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...) | Tijekom dosadašnjeg obrazovanja često smo u suradnji s nastavnicima obavljali i osmišljavali zanimljive eksperimente iz fizike i drugih predmeta iz STEM područja,4,Nisam najsigurniji,18,2,4,4,Vecinom,7,1,3,5,Slazem se,9,2,4,3,4,4,5,4,Treba ih znati racunati,23,4,3,Ima nekad i previse,19,4,4,4,3,Puno pomogne,12,2,4,5,5,Uvijek moze pomoci,18,3,3,5,5,5,3,4,4,4,5,3,4,4,Slova uvijek zbune,18,3,5,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,4,0,0,1,0,0,0,,1,0,0,1,0,0,5,0,1,0,0,0,0,,4,1,0,0,0,0,2,0,1,0,0,0,0,,3,0,1,0,0,0,4,0,0,1,0,0,0,,3,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0.6842105263157895,68.42105263157895,0.6666666666666666,66.66666666666666,0.6,60.0,0.5757575757575758,57.57575757575758,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8.4.2026. 11:39:18,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,4.0,3.0,2023.0,2023.0,,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,"Ako ne znam kako početi zadatak, velika je vjerojatnost da ne znam što zadatak od mene traži.",93,17,5,3,Matematičkim dijelom samo potvrđujemo teorijsku osnovu.,55,6,3,3,"Ne svodi se sve na rješavanje jednadžbi, prije samog rješavanja za dobivanje brojčanih rezultata, potrebno je znati što računamo i zašto.",137,21,3,5,1,3,5,3,Jednadžbe je potrebno razumjeti kako bi ih mogli primjeniti. Samo uvrštavanje vrijednosti u jednadžbu nije rješavanje zadatka.,126,17,3,Mnoge jednadžbe se mogu koristiti neovisno o situaciji.,55,8,5,5,5,Vizualizacija postavke problema u zadatku pomaže pri odabiru strategije rješavanja.,83,10,2,5,5,"Skice mi pomažu kako bi bolje razumio problem koji rješavam.
",61,10,3,3,4,5,3,5,5,3,3,4,4,3,"Teže je riješiti fizikalni zadatak pomoću simbola ukoliko ne razumijemo što rješavamo.
",87,12,5,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,5,0,0,0,1,0,0,,4,0,0,1,0,0,4,0,0,1,0,0,0,,4,0,1,0,0,0,4,0,0,1,0,0,0,,4,0,0,0,1,0,3,0,0,0,1,0,0,,3,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0.6842105263157895,68.42105263157895,0.7142857142857143,71.42857142857143,0.5,50.0,0.5757575757575758,57.57575757575758,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
8.4.2026. 11:39:32,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Opću gimnaziju,4,5.0,5.0,2024.0,2024.0,,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja,1,Nacu rjesenje,13,2,3,3,Logicki,7,1,2,4,Pa da,5,2,5,3,3,3,3,3,potrebne su,11,2,3,opce su,7,2,3,3,3,da,2,1,3,3,3,lakse mi,8,2,3,3,3,3,3,3,3,3,3,3,3,3,ovisi ak znam simbol,20,4,3,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,3,0,0,0,1,0,0,,1,0,1,0,0,0,3,0,1,0,0,0,0,,2,0,0,0,1,0,1,0,0,1,0,0,0,,1,0,0,0,1,0,1,0,0,0,0,1,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.15789473684210525,15.789473684210526,0.09523809523809523,9.523809523809524,0.1,10.0,0.12121212121212122,12.121212121212121,0,0,0,1,1,1,0,0,0,1,0,0,2,1,1
8.4.2026. 11:43:12,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Opću gimnaziju,4,3.0,3.0,2024.0,2024.0,,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...),2,Pokušam se snaći sam,20,4,5,4,Fizika mi je cesce jasnija od matematickog dijela zadatka,57,9,2,3,Ovisi o zadatku,15,3,5,4,1,3,4,2,Vecinom koristim intuiciju pri rješavanju fizike,48,6,4,Ima puno formula koje su specificne za odredjene situacije,58,9,1,2,3,moze pomoci,11,2,5,3,2,"Ako je jasno iz riječi, ne crtam",32,7,3,2,4,2,5,4,3,2,1,3,2,5,Simboli samo zbunjuju i potrebno je pamtiti koji sta predstavlja,64,10,1,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,,1,0,1,0,0,0,1,0,1,0,0,0,0,,1,1,0,0,0,0,1,0,1,0,0,0,0,,1,0,1,0,0,0,1,0,1,0,0,0,0,,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.42105263157894735,42.10526315789473,0.2857142857142857,28.57142857142857,0.2,20.0,0.3333333333333333,33.33333333333333,0,1,0,1,1,1,0,0,0,0,0,0,1,2,1
8.4.2026. 11:43:51,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Jezičnu gimnaziju,4,5.0,5.0,2024.0,2024.0,,4.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,Prvo se obratim literaturi i nastavnim materijalima te internetom,65,9,1,3,"Matematički dio fizike je relativno laksi, bitno je shvatiti kako postaviti zadatak i jednadzbe po pitanj fizike",112,17,5,5,Svi zadaci se na to svode,25,6,4,5,2,5,4,3,Potrebno je oboje za olaksano rjesavanje,40,6,4,Fizika se i proucava na temelju stvarnih pojava i situacija,59,10,5,4,5,Skice olaksavaju rjesavanje jer daju visualizaciju problema,59,7,1,4,5,Lakse je biti siguran u svoj odgovor uz pomoc skice,51,10,4,2,5,5,3,5,5,5,3,4,4,2,Uz pomoc simbola puno toga se moze pokratiti te ubrzati proces ako prvo izrazimo rjesenje simbolima a tek onda utipkavamo rjesenja,130,21,5,0,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,5,0,1,0,0,0,0,,5,0,0,0,0,1,2,0,0,0,0,1,0,,4,1,0,0,0,0,4,1,0,0,0,0,0,,3,1,0,0,0,0,4,1,0,0,0,0,0,,3,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0.7894736842105263,78.94736842105263,0.8095238095238095,80.95238095238095,0.7,70.0,0.7272727272727273,72.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
